no,category,subcategory,arxiv_url,title,citations,source,additional_doi
701,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.06322 ,LLaVA-SpaceSGG: Visual Instruct Tuning for Open-vocabulary Scene Graph Generation with Enhanced Spatial Relations,0,ai_generated,10.1109/wacv61041.2025.00620
700,Robotics,Robotic Perception,http://arxiv.org/abs/2412.05789 ,InfiniteWorld: A Unified Scalable Simulation Framework for General Visual-Language Robot Interaction,1,ai_generated,
699,Reasoning,VQA,http://arxiv.org/abs/2412.05722 ,Evaluating Hallucination in Text-to-Image Diffusion Models with Scene-Graph based Question-Answering Agent,0,ai_generated,
698,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2412.05596 ,TB-HSU: Hierarchical 3D Scene Understanding with Contextual Affordances,0,ai_generated,10.1609/aaai.v39i9.32969
697,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2412.02808 ,Temporally Consistent Dynamic Scene Graphs: An End-to-End Approach for Action Tracklet Generation,0,ai_generated,
696,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.01539 ,"The Bare Necessities: Designing Simple, Effective Open-Vocabulary Scene Graphs",0,ai_generated,
695,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2412.00161 ,STEP: Enhancing Video-LLMs' Compositional Reasoning by Spatio-Temporal Graph-guided Self-Training,0,ai_generated,
694,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2411.19162 ,Lost & Found: Tracking Changes from Egocentric Observations in 3D Dynamic Scene Graphs,0,ai_generated,
693,Others,Autonomous Driving,http://arxiv.org/abs/2411.18894 ,T2SG: Traffic Topology Scene Graph for Topology Reasoning in Autonomous Driving,0,ai_generated,
692,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2411.18666 ,3D Scene Graph Guided Vision-Language Pre-training,0,ai_generated,
691,Robotics,Navigation,http://arxiv.org/abs/2411.18147 ,Online Knowledge Integration for 3D Semantic Mapping: A Survey,1,ai_generated,
690,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2411.18042 ,HyperGLM: HyperGraph for Video Scene Graph Generation and Anticipation,0,ai_generated,10.1109/cvpr52734.2025.02714
689,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2411.17188 ,Interleaved Scene Graphs for Interleaved Text-and-Image Generation Assessment,0,ai_generated,
688,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.00067 ,Targeted Therapy in Data Removal: Object Unlearning Based on Scene Graphs,0,ai_generated,
687,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2411.15714 ,ROOT: VLM based System for Indoor Scene Understanding and Beyond,0,ai_generated,
686,Robotics,Navigation,http://arxiv.org/abs/2411.17735 ,3D-Mem: 3D Scene Memory for Embodied Exploration and Reasoning,0,ai_generated,
685,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2411.15435 ,What Makes a Scene ? Scene Graph-based Evaluation and Feedback for Controllable Generation,0,ai_generated,
684,Robotics,Robotic Perception,http://arxiv.org/abs/2411.15027 ,Time is on my sight: scene graph filtering for dynamic environment perception in an LLM-driven robot,0,ai_generated,
683,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2411.13620 ,Robust SG-NeRF: Robust Scene Graph Aided Neural Surface Reconstruction,0,ai_generated,
682,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2411.13287 ,Unbiased Scene Graph Generation by Type-Aware Message Passing on Heterogeneous and Dual Graphs,0,ai_generated,
681,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2411.13059 ,Towards Unbiased and Robust Spatio-Temporal Scene Graph Generation and Anticipation,0,ai_generated,10.1109/cvpr52734.2025.00808
680,Robotics,Task-planning,http://arxiv.org/abs/2411.12837 ,Anticipatory Planning for Performant Long-Lived Robot in Large-Scale Home-Like Environments,0,ai_generated,
679,Robotics,Manipulation,http://arxiv.org/abs/2411.11714 ,Semantic-Geometric-Physical-Driven Robot Manipulation Skill Transfer via Skill Library and Tactile Representation,0,ai_generated,
678,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2411.10509 ,TESGNN: Temporal Equivariant Scene Graph Neural Networks for Efficient and Robust Multi-View 3D Scene Understanding,0,ai_generated,
677,Robotics,Task-planning,http://arxiv.org/abs/2411.10446 ,VeriGraph: Scene Graphs for Execution Verifiable Robot Planning,0,ai_generated,
676,Reasoning,Reasoning,http://arxiv.org/abs/2411.06048 ,An Empirical Analysis on Spatial Reasoning Capabilities of Large Multimodal Models,2,ai_generated,
675,Robotics,Navigation,http://arxiv.org/abs/2411.03540 ,VLA-3D: A Dataset for 3D Semantic Scene Understanding and Navigation,2,ai_generated,
674,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2411.02938 ,Multi-Modal 3D Scene Graph Updater for Shared and Dynamic Environments,0,ai_generated,
673,Reasoning,VQA,http://arxiv.org/abs/2411.02452 ,Goal-Oriented Semantic Communication for Wireless Visual Question Answering,0,ai_generated,
672,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2411.00578 ,Federated Voxel Scene Graph for Intracranial Hemorrhage,0,ai_generated,10.1109/wacv61041.2025.00433
671,Robotics,Task-planning,http://arxiv.org/abs/2410.23968 ,EmbodiedRAG: Dynamic 3D Scene Graph Retrieval for Efficient and Scalable Robot Task Planning,0,ai_generated,
670,Robotics,Robotic Perception,http://arxiv.org/abs/2410.23963 ,Exploiting Information Theory for Intuitive Robot Programming of Manual Activities,0,ai_generated,10.1109/tro.2025.3530267
669,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.22829 ,Situational Scene Graph for Structured Human-centric Situation Understanding,0,ai_generated,10.1109/wacv61041.2025.00893
668,Others,Medical,http://arxiv.org/abs/2410.17751 ,VISAGE: Video Synthesis using Action Graphs for Surgery,1,ai_generated,
667,Scene Graph,Representation,http://arxiv.org/abs/2410.16770 ,"The Scene Language: Representing Scenes with Programs, Words, and Embeddings",0,ai_generated,
666,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.15517 ,SceneGraMMi: Scene Graph-boosted Hybrid-fusion for Multi-Modal Misinformation Veracity Prediction,0,ai_generated,
665,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.15364 ,Scene Graph Generation with Role-Playing Large Language Models,0,ai_generated,10.52202/079017-4203
664,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.15312 ,Synergistic Dual Spatial-aware Generation of Image-to-Text and Text-to-Image,0,ai_generated,
663,Others,Autonomous Driving,http://arxiv.org/abs/2410.13514 ,GraphSCENE: On-Demand Critical Scenario Generation for Autonomous Vehicles in Simulation,0,ai_generated,
662,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.13121 ,Trust but Verify: Programmatic VLM Evaluation in the Wild,0,ai_generated,10.32388/3ao18y
661,Robotics,Manipulation,http://arxiv.org/abs/2410.11989 ,Dynamic Open-Vocabulary 3D Scene Graphs for Long-term Language-Guided Mobile Manipulation,0,ai_generated,10.1109/lra.2025.3547643
660,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.11815 ,SGEdit: Bridging LLM with Text2Image Generative Model for Scene Graph-based Image Editing,0,ai_generated,10.1145/3687957
659,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.11187 ,Multiview Scene Graph,0,ai_generated,10.52202/079017-0565
658,Robotics,Navigation,http://arxiv.org/abs/2410.08189 ,SG-Nav: Online 3D Scene Graph Prompting for LLM-based Zero-shot Object Navigation,4,ai_generated,10.52202/079017-0171
657,Robotics,Task-planning,http://arxiv.org/abs/2410.06239 ,OrionNav: Online Planning for Robot Autonomy with Context-Aware LLM and Open-Vocabulary Semantic Scene Graphs,0,ai_generated,
656,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2410.00447 ,Scene Graph Disentanglement and Composition for Generalizable Complex Image Generation,0,ai_generated,
655,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2410.00253 ,MM-Conv: A Multi-modal Conversational Dataset for Virtual Humans,0,ai_generated,
654,Robotics,Navigation,http://arxiv.org/abs/2409.18743 ,OpenObject-NAV: Open-Vocabulary Object-Oriented Navigation Based on Dynamic Carrier-Relationship Scene Graph,0,ai_generated,10.1109/iros60139.2025.11247413
653,Robotics,Robotic Perception,http://arxiv.org/abs/2409.15684 ,SYNERGAI: Perception Alignment for Human-Robot Collaboration,1,ai_generated,
652,Robotics,Robotic Perception,http://arxiv.org/abs/2409.14908 ,KARMA: Augmenting Embodied AI Agents with Long-and-short Term Memory Systems,2,ai_generated,
651,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2409.13612 ,FIHA: Autonomous Hallucination Evaluation in Vision-Language Models with Davidson Scene Graphs,1,ai_generated,
650,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2409.11972 ,Generation of Uncertainty-Aware High-Level Spatial Concepts in Factorized 3D Scene Graphs via Graph Neural Networks,0,ai_generated,
649,Robotics,Robotic Perception,http://arxiv.org/abs/2409.11870 ,SpotLight: Robotic Scene Understanding through Interaction and Affordance Detection,0,ai_generated,
648,Robotics,Navigation,http://arxiv.org/abs/2409.10350 ,Point2Graph: An End-to-end Point Cloud-based 3D Open-Vocabulary Scene Graph for Robot Navigation,0,ai_generated,10.1109/icra55743.2025.11127471
647,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2409.10262 ,Hydra-SGG: Hybrid Relation Assignment for One-stage Scene Graph Generation,0,ai_generated,
646,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2409.06625 ,Towards Localizing Structural Elements: Merging Geometrical Detection with Semantic Verification in RGB-D Data,0,ai_generated,
645,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2409.05392 ,Leveraging Computation of Expectation Models for Commonsense Affordance Estimation on 3D Scene Graphs,0,ai_generated,10.1109/iros58592.2024.10802560
644,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2409.02389 ,Multi-modal Situated Reasoning in 3D Scenes,3,ai_generated,
643,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.16760 ,OmniRe: Omni Urban Scene Reconstruction,1,ai_generated,
642,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.16621 ,Towards Infusing Auxiliary Knowledge for Distracted Driver Detection,0,ai_generated,
641,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.16224 ,LLaVA-SG: Leveraging Scene Graphs as Visual Semantic Expression in Vision-Language Models,0,ai_generated,
640,Robotics,Navigation,http://arxiv.org/abs/2408.14941 ,BOX3D: Lightweight Camera-LiDAR Fusion for 3D Object Detection and Localization,0,ai_generated,
639,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.14187 ,Ensemble Predicate Decoding for Unbiased Scene Graph Generation,0,ai_generated,10.1016/j.neucom.2025.130496
638,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2408.13499 ,R2G: Reasoning to Ground in 3D Scenes,0,ai_generated,
637,Scene Graph,Representation,http://arxiv.org/abs/2408.12093 ,LLM-enhanced Scene Graph Learning for Household Rearrangement,0,ai_generated,10.1145/3680528.3687607
636,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2408.09429 ,"Reefknot: A Comprehensive Benchmark for Relation Hallucination Evaluation, Analysis and Mitigation in Multimodal Large Language Models",0,ai_generated,
635,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.08305 ,Towards Flexible Visual Relationship Segmentation,1,ai_generated,
634,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2408.06926 ,SceneGPT: A Language Model for 3D Scene Understanding,1,ai_generated,
633,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2408.04979 ,Mesh-based Object Tracking for Dynamic Semantic 3D Scene Graphs via Ray Tracing,0,ai_generated,
632,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2408.04852 ,MSG-Chart: Multimodal Scene Graph for ChartQA,0,ai_generated,10.1145/3627673.3679967
631,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2407.21580 ,Voxel Scene Graph for Intracranial Hemorrhage,0,ai_generated,
630,Others,Medical,http://arxiv.org/abs/2407.20214 ,SANGRIA: Surgical Video Scene Graph Optimization for Surgical Workflow Prediction,0,ai_generated,
629,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.19259 ,Fine-Grained Scene Graph Generation via Sample-Level Bias Prediction,0,ai_generated,
628,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.18715 ,BCTR: Bidirectional Conditioning Transformer for Scene Graph Generation,0,ai_generated,10.1016/j.inffus.2025.103260
627,Reasoning,VQA,http://arxiv.org/abs/2407.17398 ,3D Question Answering for City Scene Understanding,0,ai_generated,10.1145/3664647.3681022
626,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.15396 ,Semantic Diversity-aware Prototype-based Learning for Unbiased Scene Graph Generation,0,ai_generated,
625,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.12667 ,SG-NeRF: Neural Surface Reconstruction with Scene Graph Optimization,0,ai_generated,
624,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.11213 ,OpenPSG: Open-set Panoptic Scene Graph Generation via Large Multimodal Models,0,ai_generated,
623,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.09216 ,A Fair Ranking and New Model for Panoptic Scene Graph Generation,0,ai_generated,
622,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2407.09191 ,From Easy to Hard: Learning Curricular Shape-aware Features for Robust Panoptic Scene Graph Generation,0,ai_generated,10.1007/s11263-024-02190-9
621,Others,Autonomous Driving,http://arxiv.org/abs/2407.05910 ,Enhancing Vision-Language Models with Scene Graphs for Traffic Accident Understanding,0,ai_generated,10.1109/iavvc63304.2024.10786395
620,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2407.15852 ,BSH for Collision Detection in Point Cloud models,0,ai_generated,
619,Robotics,Navigation,http://arxiv.org/abs/2407.02473 ,Open Scene Graphs for Open World Object-Goal Navigation,0,ai_generated,
618,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2407.00609 ,ESGNN: Towards Equivariant Scene Graph Neural Network for 3D Scene Understanding,1,ai_generated,
617,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2406.19316 ,Enhanced Data Transfer Cooperating with Artificial Triplets for Scene Graph Generation,0,ai_generated,10.1587/transinf.2023edp7228
616,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2406.19255 ,Enhancing Video-Language Representations with Structural Spatio-Temporal Alignment,0,ai_generated,10.1109/tpami.2024.3393452
615,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2406.13302 ,"SituationalLLM: Proactive language models with scene awareness for dynamic, contextual task guidance",0,ai_generated,10.12688/openreseurope.18551.1
614,Reasoning,Reasoning,http://arxiv.org/abs/2406.12736 ,Beyond Visual Appearances: Privacy-sensitive Objects Identification via Hybrid Graph Reasoning,0,ai_generated,
613,Reasoning,Retrieval,http://arxiv.org/abs/2406.11820 ,Composing Object Relations and Attributes for Image-Text Matching,1,ai_generated,
612,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2406.10100 ,SkySenseGPT: A Fine-Grained Instruction Tuning Dataset and Model for Remote Sensing Vision-Language Understanding,4,ai_generated,
611,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2406.09410 ,STAR: A First-Ever Dataset and A Large-Scale Benchmark for Scene Graph Generation in Large-Size Satellite Imagery,0,ai_generated,10.1109/tpami.2024.3508072
610,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2406.07113 ,Beyond Bare Queries: Open-Vocabulary Object Grounding with 3D Scene Graph,2,ai_generated,10.1109/icra55743.2025.11128059
609,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2406.06438 ,Multimodal Contextualized Semantic Parsing from Speech,1,ai_generated,
608,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2406.06028 ,ReCon1M:A Large-scale Benchmark Dataset for Relation Comprehension in Remote Sensing Imagery,0,ai_generated,
607,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2406.03865 ,Semantic Similarity Score for Measuring Visual Similarity at Semantic Level,0,ai_generated,
606,Reasoning,Retrieval,http://arxiv.org/abs/2406.18579 ,Hire: Hybrid-modal Interaction with Multiple Relational Enhancements for Image-Text Matching,0,ai_generated,
605,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2406.03175 ,Dynamic 3D Gaussian Fields for Urban Areas,1,ai_generated,
604,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2406.02038 ,Leveraging Predicate and Triplet Learning for Scene Graph Generation,0,ai_generated,10.1109/cvpr52733.2024.02680
603,Reasoning,Reasoning,http://arxiv.org/abs/2406.01584 ,SpatialRGPT: Grounded Spatial Reasoning in Vision Language Models,1,ai_generated,
602,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2406.01029 ,CYCLO: Cyclic Graph Transformer Approach to Multi-Object Relationship Modeling in Aerial Videos,0,ai_generated,
601,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.19442 ,Large-scale DSM registration via motion averaging,0,ai_generated,10.5194/isprs-annals-x-1-2024-275-2024
600,Robotics,Manipulation,http://arxiv.org/abs/2405.18948 ,Learning to Recover from Plan Execution Errors during Robot Manipulation: A Neuro-symbolic Approach,0,ai_generated,
599,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2405.16925 ,OED: Towards One-stage End-to-End Dynamic Scene Graph Generation,1,ai_generated,10.1109/cvpr52733.2024.02639
598,Scene Graph,Representation,http://arxiv.org/abs/2405.16401 ,Understanding the Effect of using Semantically Meaningful Tokens for Visual Representation Learning,0,ai_generated,
597,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.16116 ,REACT: Real-time Efficiency and Accuracy Compromise for Tradeoffs in Scene Graph Generation,0,ai_generated,
596,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.15321 ,SG-Adapter: Enhancing Text-to-Image Generation with Scene Graph Guidance,1,ai_generated,
595,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.12648 ,Scene Graph Generation Strategy with Co-occurrence Knowledge and Learnable Term Frequency,1,ai_generated,
594,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.11483 ,MICap: A Unified Model for Identity-aware Movie Descriptions,0,ai_generated,
593,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2405.10305 ,4D Panoptic Scene Graph Generation,0,ai_generated,
592,Robotics,Navigation,http://arxiv.org/abs/2405.09822 ,SEEK: Semantic Reasoning for Object Goal Navigation in Real World Inspection Tasks,0,ai_generated,
591,Robotics,Navigation,http://arxiv.org/abs/2405.05792 ,RoboHop: Segment-based Topological Map Representation for Open-World Visual Navigation,1,ai_generated,
590,Robotics,Robotic Perception,http://arxiv.org/abs/2405.04732 ,Is the House Ready For Sleeptime? Generating and Evaluating Situational Queries for Embodied Question Answering,0,ai_generated,
589,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2501.03230 ,Video-of-Thought: Step-by-Step Video Reasoning from Perception to Cognition,2,ai_generated,
588,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.03650 ,Generated Contents Enrichment,0,ai_generated,
587,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.02826 ,Nip in the Bud: Forecasting and Interpreting Post-exploitation Attacks in Real-time through Cyber Threat Intelligence Reports,0,ai_generated,
586,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2405.00915 ,EchoScene: Indoor Scene Generation via Information Echo over Scene Graph Diffusion,0,ai_generated,
585,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2405.00552 ,Long-Term Human Trajectory Prediction using 3D Dynamic Scene Graphs,0,ai_generated,
584,Others,Autonomous Driving,http://arxiv.org/abs/2404.19379 ,SemanticFormer: Holistic and Semantic Traffic Scene Representation for Trajectory Prediction using Knowledge Graphs,0,ai_generated,
583,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.17179 ,Meta-Objects: Interactive and Multisensory Virtual Objects Learned from the Real World for Use in Augmented Reality,0,ai_generated,10.1109/mcg.2025.3555901
582,Reasoning,Retrieval,http://arxiv.org/abs/2404.14565 ,"""Where am I?"" Scene Retrieval with Language",0,ai_generated,
581,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.14285 ,LLM-Personalize: Aligning LLM Planners with Human Preferences via Reinforced Self-Training for Housekeeping Robots,4,ai_generated,
580,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2404.13696 ,Clio: Real-time Task-Driven Open-Set 3D Scene Graphs,2,ai_generated,
579,Robotics,Task-planning,http://arxiv.org/abs/2404.11267 ,Towards Human Awareness in Robot Task Planning with Large Language Models,0,ai_generated,
578,Scene Graph,General,http://arxiv.org/abs/2404.09616 ,A Review and Efficient Implementation of Scene Graph Generation Metrics,0,ai_generated,10.1109/cvprw63382.2024.00263
577,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2404.09231 ,Tri-modal Confluence with Temporal Dynamics for Scene Graph Generation in Operating Rooms,0,ai_generated,
576,Robotics,Robotic Perception,http://arxiv.org/abs/2404.08827 ,"""Don't forget to put the milk back!"" Dataset for Enabling Embodied Agents to Detect Anomalous Situations",0,ai_generated,
575,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2404.07788 ,AUG: A New Dataset and An Efficient Model for Aerial Image Urban Scene Graph Generation,1,ai_generated,
574,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.07031 ,ORacle: Large Vision-Language Models for Knowledge-Guided Holistic OR Domain Modeling,0,ai_generated,
573,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2404.04565 ,SportsHHI: A Dataset for Human-Human Interaction Detection in Sports Videos,0,ai_generated,
572,Robotics,Task-planning,http://arxiv.org/abs/2404.03275 ,DELTA: Decomposed Efficient Long-Term Robot Task Planning using Large Language Models,6,ai_generated,
571,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.02838 ,I-Design: Personalized LLM Interior Designer,2,ai_generated,
570,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2404.02527 ,Weakly-Supervised 3D Scene Graph Generation via Visual-Linguistic Assisted Pseudo-labeling,1,ai_generated,10.1109/tmm.2024.3443670
569,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.02072 ,EGTR: Extracting Graph from Transformer for Scene Graph Generation,1,ai_generated,10.1109/cvpr52733.2024.02287
568,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2404.01887 ,3D scene generation from scene graphs and self-attention,0,ai_generated,
567,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2404.00906 ,From Pixels to Graphs: Open-Vocabulary Scene Graph Generation with Vision-Language Models,0,ai_generated,10.1109/cvpr52733.2024.02652
566,Robotics,Navigation,http://arxiv.org/abs/2404.00469 ,SceneGraphLoc: Cross-Modal Coarse Visual Localization on 3D Scene Graphs,0,ai_generated,
565,Robotics,Navigation,http://arxiv.org/abs/2404.00343 ,Commonsense Scene Graph-based Target Localization for Object Search,0,ai_generated,10.1109/iros58592.2024.10801656
564,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2404.00168 ,Multi-Level Neural Scene Graphs for Dynamic Urban Environments,0,ai_generated,10.1109/cvpr52733.2024.01996
563,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2403.19474 ,SG-PGM: Partial Graph Matching Network with Semantic Geometric Fusion for 3D Scene Graph Alignment and Its Downstream Tasks,0,ai_generated,10.1109/cvpr52733.2024.02683
562,Others,Autonomous Driving,http://arxiv.org/abs/2403.19098 ,GraphAD: Interaction Scene Graph for End-to-end Autonomous Driving,1,ai_generated,10.24963/ijcai.2025/270
561,Reasoning,Retrieval,http://arxiv.org/abs/2403.17995 ,Semi-Supervised Image Captioning Considering Wasserstein Graph Matching,1,ai_generated,
560,Robotics,Navigation,http://arxiv.org/abs/2403.17846 ,Hierarchical Open-Vocabulary 3D Scene Graphs for Language-Grounded Robot Navigation,1,ai_generated,10.15607/rss.2024.xx.077
559,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.16184 ,Predicate Debiasing in Vision-Language Models Integration for Scene Graph Generation Enhancement,0,ai_generated,10.18653/v1/2024.emnlp-main.97
558,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.14886 ,DSGG: Dense Relation Transformer for an End-to-end Scene Graph Generation,0,ai_generated,10.1109/cvpr52733.2024.02675
557,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.14270 ,Scene-Graph ViT: End-to-End Open-Vocabulary Visual Relationship Detection,0,ai_generated,
556,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2403.12848 ,Planner3D: LLM-enhanced graph prior meets 3D indoor scene explicit regularization,0,ai_generated,10.1109/tpami.2025.3602216
555,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.12488 ,DetToolChain: A New Prompting Paradigm to Unleash Detection Ability of MLLM,0,ai_generated,
554,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.12033 ,HiKER-SGG: Hierarchical Knowledge Enhanced Robust Scene Graph Generation,1,ai_generated,10.1109/cvpr52733.2024.02667
553,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.10119 ,URS-NeRF: Unordered Rolling Shutter Bundle Adjustment for Neural Radiance Fields,0,ai_generated,
552,Robotics,Manipulation,http://arxiv.org/abs/2403.08605 ,Language-Grounded Dynamic Scene Graphs for Interactive Object Search with Mobile Manipulation,0,ai_generated,10.1109/lra.2024.3441495
551,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2403.08094 ,Task and Motion Planning in Hierarchical 3D Scene Graphs,1,ai_generated,
550,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.07508 ,MoAI: Mixture of All Intelligence for Large Language and Vision Models,1,ai_generated,
549,Robotics,Navigation,http://arxiv.org/abs/2403.07076 ,Mapping High-level Semantic Regions in Indoor Environments without Object Recognition,0,ai_generated,
548,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.06514 ,Structure Your Data: Towards Semantic Graph Counterfactuals,0,ai_generated,
547,Others,Medical,http://arxiv.org/abs/2403.05687 ,Scene Graph Aided Radiology Report Generation,1,ai_generated,
546,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2403.04899 ,Towards Scene Graph Anticipation,0,ai_generated,
545,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2403.01248 ,SceneCraft: An LLM Agent for Synthesizing 3D Scene as Blender Code,2,ai_generated,
544,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2402.17213 ,VCD: A Dataset for Visual Commonsense Discovery in Images,1,ai_generated,
543,Reasoning,Reasoning,http://arxiv.org/abs/2403.10534 ,VISREAS: Complex Visual Reasoning with Unanswerable Questions,0,ai_generated,
542,Robotics,Navigation,http://arxiv.org/abs/2402.15487 ,RoboEXP: Action-Conditioned Scene Graph via Interactive Exploration for Robotic Manipulation,5,ai_generated,
541,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2402.14461 ,S^2Former-OR: Single-Stage Bi-Modal Transformer for Scene Graph Generation in OR,0,ai_generated,
540,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2402.14123 ,DeiSAM: Segment Anything with Deictic Prompting,0,ai_generated,
539,Reasoning,VQA,http://arxiv.org/abs/2402.12728 ,Modality-Aware Integration with Large Language Models for Knowledge-based Visual Question Answering,0,ai_generated,
538,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2402.12259 ,Open3DSG: Open-Vocabulary 3D Scene Graphs from Point Clouds with Queryable Objects and Open-Set Relationships,0,ai_generated,10.1109/cvpr52733.2024.01345
537,Reasoning,VQA,http://arxiv.org/abs/2402.07630 ,G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,22,ai_generated,
